horizon,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,22,22,22,22,22,22,22,22
rv_proxy,Parkinson,Parkinson,Parkinson,Parkinson,Rogers-Satchell,Rogers-Satchell,Rogers-Satchell,Rogers-Satchell,Parkinson,Parkinson,Parkinson,Parkinson,Rogers-Satchell,Rogers-Satchell,Rogers-Satchell,Rogers-Satchell,Parkinson,Parkinson,Parkinson,Parkinson,Rogers-Satchell,Rogers-Satchell,Rogers-Satchell,Rogers-Satchell
,HRMSE,MAE,QLIKE,RMSE,HRMSE,MAE,QLIKE,RMSE,HRMSE,MAE,QLIKE,RMSE,HRMSE,MAE,QLIKE,RMSE,HRMSE,MAE,QLIKE,RMSE,HRMSE,MAE,QLIKE,RMSE
model,,,,,,,,,,,,,,,,,,,,,,,,
"GARCH(1,1)",5.403976024855686,3.975651226100011,0.6491476219874182,4.916948867177635,12.607607056227176,3.9425588166438525,0.683628660429067,4.846261882854647,2.9825304412363662,19.00522513082282,0.48602367660561446,22.58428675424285,2.9504303179643547,18.94322156432918,0.4885194665813335,22.123091249907667,2.66880644370258,81.64189758564183,0.4469505714899956,92.75820643117042,2.6201369522636337,81.00006759005684,0.44792002699740724,92.55500998040841
GARCH-X (tone),5.5817649938116185,4.22230486278055,0.6642022317526919,5.279559786370685,12.94397299126333,4.19070934439138,0.7009777086870418,5.242896932166293,3.143244970352254,20.59668931122743,0.512044561344961,24.92114839541361,3.1496730204112016,20.634499681783353,0.5172812759929478,24.685686891350684,3.00508655612778,94.12770809616079,0.5063432957756678,106.45217680744852,2.9705407824238415,93.97453990176938,0.5105255393541736,106.65141625270867
GARCH-X (art_growth),5.448633054383439,4.010210264929065,0.6568475149031278,4.925032697202655,13.173486894988672,3.9759665523011054,0.6911964756356198,4.854206377125364,3.07431838890513,19.532001617595405,0.5022656618943514,22.89085164253365,3.0593326435202504,19.48724256976685,0.5052153605413734,22.445018881294363,2.917211615720958,89.38971956995654,0.49253084910597394,99.18218555163237,2.883614090895374,88.95518794919856,0.49508958002120457,99.15001701263392
GARCHAND (tone),5.803108905216677,4.2156825751311935,0.6731531557163157,5.2031443508430435,15.212520558665688,4.179152465202271,0.7088293711806776,5.15656229981186,3.0947791820392436,19.791161776033874,0.5001279629394743,23.969349637162235,3.1083975492582656,19.780728674770955,0.5034804507184484,23.64077263619085,2.6020460020132865,78.4263479770473,0.42328544801333445,93.21196779198044,2.5500049512329177,77.73055744396548,0.42406502503465726,93.02408338678639
GARCHAND (art_growth),5.4499595429615955,4.011821263713492,0.656359930233164,4.931029975471324,13.03164823826416,3.9779148446359613,0.6906924103414719,4.860525783895721,3.0443477992111245,19.3587949874351,0.497129457345235,22.782991746558643,3.0229538388141477,19.309255760269522,0.4998875819452745,22.33056884809708,2.8012397273169602,85.70907088300129,0.47176859276719846,95.94719907893297,2.761358910121385,85.14549913972934,0.47378059993838045,95.85112176755511
"GARCHND (tone, kappa=30%)",5.483315447258273,4.107591971923409,0.6450540335029497,5.199402905855824,12.056717321004653,4.077662855793578,0.6801229300123528,5.1516929877292625,3.001705812311237,19.562550584386184,0.4802522045576745,24.184490489968237,2.962844598769459,19.533117011253346,0.4833547557498452,23.861949995465427,2.7000891636420365,83.19354662734618,0.4379516728897466,99.07299391445262,2.641081667081598,82.53224104765394,0.4384666065202514,98.92715379851839
"GARCHND (art_growth, kappa=30%)",5.389999676474245,3.962928646370371,0.6502263569829975,4.908429394515874,12.865919254770429,3.9342940524944536,0.6843438870435029,4.833888421571214,3.0719948498826675,19.31887225607854,0.4962484660171987,22.833951162302487,3.053054095434786,19.278486749581308,0.4994247081942218,22.384785487029877,2.9852678774051804,90.4888697481513,0.497742577270765,100.96682406605713,2.9465581188829506,90.14088886988115,0.5012410513203809,101.06691447235016
EGARCH-X (tone + art_growth),5.83500752023417,4.3348219272234205,0.7090359742602078,5.121566464726306,15.446297321728652,4.285990378836869,0.7411928234760429,5.033423569728815,3.2014118319096876,20.49141848515024,0.5347447811982197,23.130954852982487,3.2211032913694044,20.35173987396879,0.5344989425414783,22.525158667381646,2.653860582831298,83.00909420540138,0.4627009038461929,89.75470522405708,2.6352333308459492,82.27875779875352,0.4628305534364818,89.34614794498329
